0,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
MMM,0.22856962456424054,-0.11654506951756541,0.3525653093511738,0.06949609141940803,0.06949609141940803,0.37361145275257346,0.8251927131770674,0.8168192285197345,0.3632571926680584,0.3582525299765402,-0.4465214568931503,0.4624627809880043,0.37176075419611543,0.37121240830613833,0.8283970699762111,0.470535560523744,0.47177504623719185,0.14474117251014168,0.13483638367411394,0.3757490882912524,0.3758316588079344,0.37121240745043926,0.3680468714860226,0.3703974591929614,0.42648580939666614,0.36509367159496586,0.8424199467469224,-0.3454241480074361,0.49114034286693586,0.3631701047794394,0.4658519914236662,0.40216549159577064,0.4163998503866612,0.807902295979117,0.8804793242010821,0.8798494750118484,0.3012808280148604
AOS,0.22856962456424054,0.4379664728806918,-0.12647030798213482,0.06949609141940803,0.06949609141940803,0.10457242251759365,-1.5656443598789593,-0.6497706860502886,-0.15131996635039263,0.04806941254359975,-0.0820943919643923,-1.7680781008304287,0.10009980828766342,0.1072673061432886,-0.936118905388368,-0.6556163252436681,-0.6518661119902849,-0.2612744359017674,-0.2533040391603324,0.11949016281365785,0.11955110452899358,0.10726730533229559,0.10035822227584723,0.0973809631152789,0.20937268826311178,0.09064465253088258,0.6940014677368557,0.22946133975327898,-1.7779249200617178,0.02322858925002786,-0.2867014533662578,-0.010410885683689435,-0.2227309001178133,-0.6795634387690913,-1.0158247287669153,-1.0070435573131398,-1.0957346854212844
ABT,-0.6157971255515808,-0.6194741428555193,0.39769827416280984,-0.7230525692262239,-0.7230525692262239,0.39272974507014,1.2835248227738159,0.749644306934231,0.41172268657312233,0.3741420025681509,-0.45110629794062534,0.5040434228579311,0.3910786059409846,0.3899687189222299,1.004564884957571,1.4468691835405505,1.4446662359120954,-0.20866396269909745,-0.20149880718408755,0.3939592083693212,0.394043315859082,0.389968718063354,0.3869143024787071,0.38964041146160916,0.41481650457563557,0.3797880805000264,0.8359926093896916,-0.35265675731541457,0.5334391372294988,0.37584565616090737,0.6419130292863887,0.49156786412739106,0.51549282935617,0.7982609864190583,1.0432016793561858,1.041764267982477,1.3812628482148959
ABBV,-1.1037883345620036,-0.9805514262776402,0.5290192085834317,-1.1285782157741382,-1.1285782157741382,0.44550701809361243,1.9398172338370976,0.7655962456432183,0.5433466227731615,0.44439732982952873,-0.574385551303544,1.217861875919473,0.45377978953673537,0.4417467182254918,1.0592694062712138,1.440987998689666,1.447590799974509,-0.06512886733094367,-0.06788319649708018,0.4435695267991196,0.4436578215058526,0.4417467173578459,0.4394632427844499,0.443235241116134,0.437585338853075,0.4312964665887606,-1.4240302189844052,-0.5471303859801049,1.2595861758612064,0.4853716993754928,0.7015070391047236,0.5072051951943974,0.6306381468302744,0.755950191915487,1.262293209117658,1.259768485344829,1.8176642986102032
ACN,0.22856962456424054,0.5282357937362221,0.35455904406262123,0.06949609141940803,0.06949609141940803,0.37335298994313276,0.8158715222368589,1.22790409303573,0.3653988504206995,0.36030789457205015,-0.22268933092094337,-0.5295937985253206,0.37149977254139604,0.3709588391768431,1.1725536397313356,0.5566389180900424,0.55204651979776,0.08984328742909486,0.08510251333878098,0.37561641498474424,0.3755854529246984,0.370958838321187,0.36915300125528216,0.3715256044269917,0.45772696957965453,0.37345958848709787,0.8081850363684702,0.007672131878376698,-0.51805036140671,0.36238896897982986,0.46076514068501434,0.4448787997171865,0.4134014725533728,1.2248386487839333,1.174771241298341,1.172680873526901,1.3797561675449983
ADBE,-0.6212274913347134,-0.47762235293968625,0.28380496229337954,-0.7230525692262239,-0.7230525692262239,0.351496645030357,0.1621783538453727,-1.0478061046380227,0.28936537964820686,0.3236411496678254,-0.3240925381489484,-0.2271666692773909,0.34944959706654355,0.3495163176740317,0.027024252349496042,0.2990375714360758,0.302548319593729,0.13902264281419932,0.1278087715615125,0.3546847956527861,0.3547655882981212,0.3495163168220074,0.3459103279229052,0.3478203287217768,0.3899187354679194,0.3388925555157932,-0.9765411859080072,-0.15229192638707809,-0.21039991700675362,0.325765523323615,0.4388041721207175,0.3581301296030205,0.37263739335265256,-0.8036138193224088,0.21610443998649717,0.2187717654988913,1.4869433463497903
AMD,-0.7549620410918424,-0.6088997366981572,0.19940810886576749,-0.8346827319294281,-0.8346827319294281,0.3060444160408461,-0.23487326026702535,0.23299029796678192,0.19840541542729992,0.2676364168542431,-0.2223096491400757,-0.7933353501687853,0.3037421548770966,0.30492467157090847,0.2214203330329344,1.1187797025773778,1.117598470772879,-0.28700781953350807,-0.2770898032337525,0.311391674386178,0.3114688129994914,0.304924670726437,0.30071066941573005,0.3017210547109171,0.3369914463556516,0.28931637789599174,0.7394961726304868,0.008271081755578166,-0.7863470772854209,0.26346441085753025,0.24921888482090584,0.12040025298093945,0.23081427063076787,0.25480802402532315,0.24930114684995996,0.25180372299471815,1.7682753911255549
AES,-1.1819593547362497,-0.735534698241201,0.18726338111675161,-1.1824077821054446,-1.1824077821054446,-4.186941410317696,0.3807593138461956,0.2653957527889043,-0.10326521133584149,-4.799460344677097,-0.46855718489770787,0.756725919415593,0.26406338634309523,-4.101963471556521,-0.09048249084569226,0.5834055765956945,0.5940211118590418,-0.4688570638644758,-0.45115834940741784,-3.967166294691138,-3.967450275520548,-4.10196347165457,-4.256647114389317,-4.346801024571972,-3.440839854055876,-4.518491751403309,-1.4128951928971225,-0.38018561734160583,0.7904857935641083,0.21512329934757277,-0.7136599847257529,-0.27047577282237867,-0.03962989198491454,0.2486297158687837,-0.07096490746527591,-0.06687290770266571,-0.888455718460824
AFL,0.22856962456424054,-0.0004845141318835998,0.13960651824890946,1.0621866203155925,1.0621866203155925,0.33741341697183475,0.20449541993339776,0.32108908885162923,0.13637295800696805,0.3154507702557401,-0.39483769230239174,0.12397385023672858,0.3352099510221865,0.3356997384756799,0.4138943969340551,0.597370655777588,0.603951919437249,-0.07656592672282844,-0.07869490743954387,0.34127056022984115,0.3413502206850189,0.33569973762599586,0.33190535802207216,0.3335366158289049,0.399778247013301,0.32865585472973136,0.8105305009967014,-0.26389275510203625,0.1468052621185247,0.18800173955689836,0.12566458782387468,0.1887249058753201,0.10765653975836018,0.31048018176062403,0.4723674947355732,0.4737630321639259,0.22558418563078295
A,0.22856962456424054,-0.993447043542716,0.04104765121903951,1.0452720117016556,1.0452720117016556,0.20257912608885514,-0.5083639361291564,-0.46563886342110056,0.02862681090632075,0.15064648561995622,-0.3089059393662966,-0.3841151802826146,0.1990616346601571,0.20341837152650524,-0.5205474316106252,-0.09333488238796583,-0.09084825402481007,-0.20866396269909745,-0.20302958327787626,0.21284127445287604,0.21291009520167503,0.20341837069922653,0.1978203188840743,0.19678286228012135,0.21714683159280398,0.17785636574591848,0.7761072959434608,-0.1283349920954448,-0.3700591356712414,0.12969848792085562,0.03249974620438965,0.14054460971732827,0.017954800888314762,-0.49281063615081383,-0.5381737768984757,-0.5317631023917225,-0.0475899241757887
