0,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Market Cap
MMM,1.6516856414672159,0.0517351504867951,0.36972697035656904,1.7322183376987157,1.7322183376987157,0.516003096797197,0.8455369529696557,0.8297350312598072,0.41050065088224713,0.48225330299057667,-0.46450070708731034,0.45891930363155,0.4448456981358643,0.5246635093783162,0.8581844734922162,0.48094767252216847,0.4821692125443427,0.3684834490465461,0.3536258664656078,0.5256519681510974,0.5255331790739804,0.5246573264100965,0.5235287396466515,0.5148988111148919,0.5757806179992344,0.5199986362312256,1.301396548065322,-0.361216211313318,0.5158667768399348,0.42195115963643587,0.5475659281032391,0.5045447384530655,0.37604797696000763,0.8199418609361852,0.9375092632152724,0.9367626317942527,0.3012808280148604
AOS,-0.6855569531687855,0.38602161560531933,0.03424319537969386,-0.48579528082867607,-0.48579528082867607,0.32750037851056346,-1.464915657754866,-0.6770211155001746,0.1529750144407588,0.2786660905072817,-0.14573504192726147,-1.545389165048169,0.22260468534165456,0.340330165054259,-0.9724507540158184,-0.6374093795492976,-0.633088067018251,-0.150005768824894,-0.15005499712742973,0.3413798771173109,0.3412694612615568,0.3403243620965956,0.33921256015448537,0.3263870329632475,0.3939774645305233,0.33574840708632375,1.0387182608286216,0.1207808798320679,-1.5355473346456832,0.16837122072737293,-0.34937389556530307,-0.12322018911922847,-0.03442793676742138,-0.7075591214369759,-1.0191090077762812,-1.0068985981135536,-1.0957346854212844
ABT,1.3237043065658942,-1.195410507840007,0.36955064695588363,1.4904652351527576,1.4904652351527576,0.5024920401290556,1.2492160979796025,0.7050530581753987,0.4065686541968583,0.46151719726313156,-0.46450070708731034,0.47372100342837786,0.43321919335312703,0.5118088553360105,0.9726364522060681,1.4637725174606238,1.4629509465180126,-0.12237240237452271,-0.12148851628189103,0.5128015856629061,0.5126833805000247,0.5118026988681738,0.510629706256431,0.5013405884620605,0.5066654339267784,0.4988496863900468,1.2323325653734294,-0.361216211313318,0.5310163490298823,0.3984073504499774,0.7204571369121867,0.600281866655737,0.4117444004923105,0.7504205677270869,0.9965035434450606,0.9953662424059676,1.3812628482148959
ABBV,-1.075732136273277,0.9903086871657288,0.42278290028952903,-0.811691513569186,-0.811691513569186,0.5046719243802296,1.7335775298261833,0.7782409402612264,0.4365152018978076,0.4658631045192416,-0.5789319438002984,1.1769911799486208,0.4530604765710164,0.5135829640911334,1.0687282419373871,1.4064646749993404,1.4098669164782769,-0.10637413758746564,-0.10802321435193285,0.5137015615794257,0.513583315522139,0.5135768039659006,0.5124899049819742,0.5036086988898348,-2.353328532060936,0.4731990173175145,-1.036825657889432,-0.5342446433564503,1.2508149163886002,0.4787075106485938,0.7955845677401426,0.6414823447674617,0.4799529781533364,0.7677388055473726,1.2242141346015936,1.22156889738069,1.8176642986102032
ACN,0.34652831794497185,0.5347148067243859,0.3660738078413161,0.50114551165291,0.50114551165291,0.511587129677373,0.7910157191407329,1.2374122892741113,0.40387177799182683,0.47691006670212677,2.3588192192934505,-0.8384096600333714,0.44438018309802485,0.5203452162787734,1.1739355608853026,0.5745580078840843,0.5668851859026801,0.2695850849083752,0.26325753349828945,0.5214177357941124,0.5212165170829375,0.5203390422128875,0.5201680710861059,0.5114616434833129,0.5878414860017903,0.5197929049043186,1.2711049253541633,3.9078508201220545,-0.8119522614412966,0.41652916329121636,0.4952103137277734,0.5297779629504217,0.35918735596416046,1.233231969921049,1.1975857703025097,1.1951168703954969,1.3797561675449983
ADBE,1.4180047409067424,0.9903086871657288,0.30223240102316795,1.5102861518210324,1.5102861518210324,0.5135920420166665,0.17132240739794594,-0.9886555185578355,0.3560477448707475,0.4432157237311545,-0.31938805540374315,-0.2511561618595245,0.44668456165174897,0.5223057832134983,0.01568747487664729,0.32078648230842266,0.32198233182969604,0.4833800779717741,0.46711167995944924,0.523295025449986,0.5231763434710348,0.5222996051058253,0.5211228667572516,0.5124381732173552,-2.344845085124729,0.4871218580276664,1.1098163473633587,-0.14179522704653727,-0.21089701869880362,0.376665372280207,0.46836858204370335,0.3970783625330412,0.3240482260788154,-0.7329872930920371,0.192742251159533,0.1969275867532829,1.4869433463497903
AMD,-0.8393338731285483,0.9903086871657288,0.17408012300601097,-0.6070262807868023,-0.6070262807868023,0.46251419067162314,-0.3820657550110059,0.026751116757811215,0.2565966825902307,0.3571928891922713,-0.272109587679351,-0.6739274514524849,0.38618145438527723,0.47235769097961294,-0.0061424016336804055,1.1202058836660271,1.1104134718428238,-0.15436893194863682,-0.15215658626620454,0.47339033940579694,0.4732471176632849,0.4723516158419283,0.4711927010328605,0.46137144456637796,-2.3525250820524657,0.4070014756906035,-0.7694467877988065,-0.07030671241769118,-0.6436043603852193,0.2719385181505227,0.17525810048153154,-0.012801204890667675,0.17782247932055903,0.05222274252905859,-0.03160274500207709,-0.025931760738223546,1.7682753911255549
AES,-1.0547681448495598,0.9903086871657288,0.26441139494888066,-0.7935416334722589,-0.7935416334722589,0.18529658928116347,0.421912386660446,0.24266362141006353,0.2959874308146899,0.36767570428968394,-0.4970642470405093,0.774350892850366,0.2941153256542089,0.20577603288105004,-0.133880654269069,0.6014852978373312,0.6054994815759267,-0.2990805088861075,-0.2943641179899689,0.20687045678582186,0.2067661529633415,0.2057705073121076,0.28450697547538517,0.26907497689044124,0.4484652913223284,0.342144766307755,-0.9423444462368122,-0.4104546747060359,0.8387116998861661,0.3287940897745764,-0.8323630364446357,-0.4966477443512839,0.10346215023916172,0.22478772322319804,-0.04021934529502099,-0.034491300517293516,-0.888455718460824
AFL,0.34652831794497185,0.9903086871657288,0.20396699825458556,-0.7001023144975573,-0.7001023144975573,0.5070278230742269,0.2508182082485445,0.32746606471830747,0.2732009742428387,0.44504771295807555,-0.40977315165629136,0.0929540580908124,0.4388521599381192,0.5158867541324678,0.5963878393324558,0.6625634364184921,0.6673622004187273,0.18086743472560426,0.1693865519663465,0.5168781293886376,0.5167597389898758,0.5158805892578797,0.5147061414836462,0.505875383696811,-2.3057120650562464,0.4868463825264858,1.251427160321082,-0.2784641291215153,0.14130054576967396,0.26944322731730824,0.13249665632701477,0.17342830270216641,0.1622590621031711,0.31672648049993923,0.6380240582003698,0.6392606660053571,0.22558418563078295
A,0.34652831794497185,-0.6039806080149258,0.13298860875317967,-0.6817504395533263,-0.6817504395533263,0.37767384012593885,-0.4834122295307383,-0.4495680864848241,0.22854795191739397,0.3307106858298569,-0.3162232603470576,-0.4368791383874962,0.2820143168611165,0.3893938711903878,-0.4961576690596849,-0.0660110241891088,-0.0653472466168411,-0.1369162794536655,-0.13604440286893074,0.390427279564898,0.39031463502244657,0.3893879670859333,0.38825865718975494,0.37654956882413065,0.4091376816750386,0.3789810359636616,1.203701574552651,-0.13700982454521138,-0.4009848923121715,0.22732187979540858,0.03503181783806257,0.09701430631152713,0.11155171901128288,-0.4769745467453131,-0.5219484719229205,-0.5130303393403846,-0.0475899241757887
APD,0.34652831794497185,0.0517351504867951,0.2658093069333543,0.50114551165291,0.50114551165291,0.44407990797398805,0.49759983955470866,0.12548215571200297,0.3284540509658381,0.4046964133336778,-0.3498289614074828,-0.27899663479013864,0.36252969188962836,0.45382683429413334,-0.1924418991186922,-0.3632253585176671,-0.35792714506766615,0.3132167161458036,0.29828401914453684,0.45483883183271223,0.45472326046513806,0.45382079735855035,0.45422148584167443,0.4445177064321134,0.5040014631887132,0.45038332823606547,1.286256459944113,-0.18782411205291266,-0.23939180377443436,0.31748276253657337,-0.3001212139863053,-0.09177072797940324,0.12013413633790582,0.10599291733864154,-0.11078992426532334,-0.10459454975620239,0.3639104770537132
